trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,0,-35.79272853628938,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",20,14,8.882269966762664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.1572371663136276}",25,0,37.2547354615472,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.01, 'e': 0.1556726303679973}",20,0,26.039563913310957,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.01, 'e': 0.1541236618151314}",25,0,24.96778532951181,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.15259010575688386}",25,9,25.54273714971727,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.15107180883637084}",25,0,27.14860006682259,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
190,False,"{'a': 0.01, 'e': 0.14956861922263504}",25,0,-20.178488384916587,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
191,False,"{'a': 0.01, 'e': 0.14808038659546244}",25,13,-11.581335059305058,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14660696213035015}",20,0,3.4970587679840275,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
193,False,"{'a': 0.01, 'e': 0.14514819848362373}",20,10,13.307024848024515,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.14370394977770293}",20,3,6.3539506251382,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.1422740715865136}",30,12,33.793643499289765,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.140858420921045}",20,6,-0.8011056099443215,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.13945685621505094}",20,12,11.603312836956547,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13806923731089282}",30,12,24.47946503248053,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.13669542544552385}",20,6,19.295094382275014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.1353352832366127}",30,0,37.65407493050067,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
201,False,"{'a': 0.01, 'e': 0.13398867466880493}",30,0,-60.863809467440376,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
202,False,"{'a': 0.01, 'e': 0.13265546508012172}",20,10,1.1967252165650384,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.13133552114849303}",30,4,23.355584749929687,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.1300287108784259}",20,0,25.626215685957746,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.12873490358780423}",20,14,10.630460390931615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12745396989482075}",25,7,-18.71501849236979,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.01, 'e': 0.12618578170503877}",25,12,9.541338168479548,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12493021219858241}",30,16,25.08878308795395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12368713581745483}",30,0,-43.79858351534043,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
210,False,"{'a': 0.01, 'e': 0.1224564282529819}",25,14,15.654986426954256,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.12123796643338168}",25,5,-13.379765180920225,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
212,False,"{'a': 0.01, 'e': 0.12003162851145673}",20,13,14.10293565871149,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.11883729385240965}",20,10,15.710831881734434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11765484302177918}",35,0,39.913720958462754,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11648415777349697}",20,0,12.200842813265918,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
216,False,"{'a': 0.01, 'e': 0.11532512103806251}",25,19,8.907622398232535,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.1141776169108365}",35,23,24.120067760783133,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.11304153064044985}",20,12,17.874616960066916,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11191674861732888}",25,6,14.685240276271427,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11080315836233387}",30,18,10.171998326833135,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.10970064851551141}",30,3,8.500394646478753,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10860910882495796}",20,12,-26.964383826390563,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,0,-17.885133492175857,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
224,False,"{'a': 0.01, 'e': 0.1064585043792528}",25,6,30.003544781844546,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.10539922456186433}",25,0,31.67259803744112,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.104350484754765}",25,10,16.641604843084437,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.1033121800831002}",20,6,-18.883046962270882,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
228,False,"{'a': 0.01, 'e': 0.10228420671553744}",25,17,14.117057226102949,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.1012664618538834}",30,20,17.581121420707078,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.1002588437228037}",25,0,21.372005203321898,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
231,False,"{'a': 0.01, 'e': 0.09926125155964566}",20,6,18.76782292888754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.09827358560436154}",20,1,28.157359375926944,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09729574708953276}",25,11,5.323507105630468,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09632763823049303}",30,13,7.938915312236977,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.09536916221554961}",20,6,2.179655936241729,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09442022319630235}",30,0,8.564701471641836,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
237,False,"{'a': 0.01, 'e': 0.09348072627805847}",20,7,16.64973300130888,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09255057751034329}",20,0,23.98472972271745,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.01, 'e': 0.09162968387750484}",25,5,29.271066047173125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.09071795328941251}",20,0,25.878142959580934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.01, 'e': 0.08981529457224763}",20,14,13.04262246175972,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.08892161745938634}",20,12,-5.637602579225619,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.08803683258237255}",30,7,10.427553697559901,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.0871608514619813}",25,17,12.711104499517143,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.0862935864993705}",25,12,-22.088480714314795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.01, 'e': 0.08543495096732123}",30,10,35.16138729554985,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.08458485900156469}",25,17,-27.598033829593952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.01, 'e': 0.08374322559219596}",20,0,27.678705854411156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.01, 'e': 0.08290996657517266}",25,0,24.89795481831241,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
250,False,"{'a': 0.01, 'e': 0.0820849986238988}",25,13,-2.2197594471977666,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.08126823924089167}",30,0,7.821245796197952,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
252,False,"{'a': 0.01, 'e': 0.08045960674953244}",25,3,18.992631134706606,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.07965902028589801}",30,18,23.30980644429219,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.07886639979067495}",30,23,13.086384891284123,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.07808166600115313}",30,1,29.366419750761303,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.07730474044329974}",20,0,17.133124273953907,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
257,False,"{'a': 0.01, 'e': 0.07653554542391151}",20,5,20.930241766608976,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07577400402284548}",30,4,-1.8852667828577832,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
259,False,"{'a': 0.01, 'e': 0.07502004008532698}",30,21,18.206105660026925,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07427357821433388}",25,13,21.815574253634654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.0735345437630571}",25,16,-4.1650164428217735,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.07280286282743559}",25,6,10.209084187701633,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.0720784622387661}",20,14,11.22013579894305,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.07136126955638605}",25,7,-42.596150237571045,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
265,False,"{'a': 0.01, 'e': 0.0706512130604296}",20,6,11.959385629893712,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.06994822174465536}",30,22,10.60473453615383,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.069252225309346}",25,20,8.027162068101191,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.06856315415427791}",35,17,33.992736057529505,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06788093937176144}",20,0,-14.741940815176054,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
270,False,"{'a': 0.01, 'e': 0.06720551273974976}",35,26,3.6955539693416815,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.06653680671501686}",30,0,29.92720988327121,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
272,False,"{'a': 0.01, 'e': 0.06587475442640295}",20,7,-19.604503156301448,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
273,False,"{'a': 0.01, 'e': 0.06521928966812753}",20,0,28.015401683956103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.01, 'e': 0.06457034689316847}",20,0,32.11952065394742,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.01, 'e': 0.06392786120670757}",30,11,17.81792856598541,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.0632917683596407}",20,0,16.81490642758486,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
277,False,"{'a': 0.01, 'e': 0.06266200474215315}",30,10,-19.290652174020995,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.01, 'e': 0.06203850737735829}",20,8,21.801421725312746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06142121391500013}",30,19,11.954587805568377,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06081006262521795}",25,7,32.00183498977416,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.06020499239237354}",30,16,19.1588059418052,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.05960594270893937}",25,14,-27.022363995790503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
283,False,"{'a': 0.01, 'e': 0.05901285366944784}",20,0,-12.782678583789972,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.01, 'e': 0.05842566596450083}",20,10,17.195159223304724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.057844320874838456}",20,5,24.796654743709084,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.05726876026546736}",25,12,14.621606803318823,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.0566989265798469}",20,14,11.242789201956185,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.056134762834133725}",20,10,18.07698588355192,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.05557621261148306}",20,7,18.479376046783813,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05502322005640723}",20,9,15.340444007219748,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05447572986918986}",25,18,11.916484618728868,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05393368730035602}",20,4,3.333777388213778,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.053397038145197084}",25,11,23.817112335635965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.05286572873835037}",25,8,25.82940611049823,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05233970594843238}",25,8,30.495883451269474,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05181891717272583}",30,16,13.400003155457979,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.05130331033191911}",30,19,21.177071957883072,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.0507928338648985}",20,0,29.88554365415716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.01, 'e': 0.050287436723591865}",30,22,13.74959316115717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.049787068367863944}",30,7,29.122870446248765,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.04929167876046215}",20,11,13.804464731329345,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.04880121836201296}",30,0,33.88552502774508,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
303,False,"{'a': 0.01, 'e': 0.04831563812606777}",20,6,23.930704146892204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.04783488949419837}",35,9,43.23921246101536,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.04735892439114091}",20,0,25.1128956818779,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.01, 'e': 0.046887695219988486}",30,15,11.699307703830774,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.04642115485743125}",20,0,27.80153864354162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.01, 'e': 0.045959256649044204}",20,6,22.30955070013274,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.04550195440462157}",20,2,27.79423993247293,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.0450492023935578}",25,1,20.012594939935248,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.044600955340274535}",30,0,3.988167899042291,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
312,False,"{'a': 0.01, 'e': 0.04415716841969286}",25,10,21.182704990945275,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.04371779725275094}",25,0,39.78764253413807,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.01, 'e': 0.043282797901965896}",25,11,25.902106351285855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.04285212686704019}",20,16,6.7115311227873065,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.042425741080511385}",20,6,14.421176416031747,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.04200359790344555}",25,2,36.14536587964679,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.01, 'e': 0.04158565512117316}",30,8,38.504359215247206,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.01, 'e': 0.04117187093906774}",30,18,22.339284583751933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.04076220397836621}",20,9,17.851698872859373,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.01, 'e': 0.04035661327203115}",30,14,16.26899175480246,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.039955058260653896}",25,17,13.734221310318787,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.039557498788398725}",20,0,32.95909137596204,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.01, 'e': 0.039163895098987066}",20,6,19.526775947438985,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.03877420783172201}",20,12,15.572100207289955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.038388398017552054}",30,11,29.679456719692666,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.038006427075174314}",30,15,20.494903521660483,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.0376282568071762}",20,7,24.06949578860663,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.03725384939621581}",25,5,10.548329691173498,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.036883167401239994}",30,16,22.760828344857863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.0365161737537404}",30,4,38.171239329789486,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.03615283175404641}",20,3,-16.825787830399108,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.01, 'e': 0.0357931050676553}",30,13,13.643597261596334,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.03543695772159864}",25,13,20.923485756080716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.035084354100845025}",20,8,21.172514447496983,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.03473525894473856}",25,0,42.190789904066705,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.01, 'e': 0.03438963734347271}",20,14,13.369842630426016,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.034047454734599344}",30,1,-9.679426895931726,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 1}",1
339,False,"{'a': 0.01, 'e': 0.033708676899572396}",20,3,26.60012647531148,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.03337326996032608}",20,8,17.687549522297477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.03304120037588693}",20,1,28.846942600108473,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.03271243493901982}",25,13,22.676764837033986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.03238694077290704}",25,13,19.77766496537096,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.03206468532786077}",25,13,23.565185427044113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.03174563637806794}",20,5,18.29851975557769,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.03142976201836771}",30,0,39.65302442645603,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.01, 'e': 0.03111703066106086}",30,14,30.327451879869606,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.030807411032751076}",20,10,-24.286329707919105,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.01, 'e': 0.030500872171217483}",30,8,-8.768499784031444,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
350,False,"{'a': 0.01, 'e': 0.0301973834223185}",30,0,41.095343003602075,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.01, 'e': 0.029896914436926308}",20,10,17.715002533756586,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.01, 'e': 0.029599435167892}",20,9,17.52525941862368,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.029304915867040746}",25,16,-26.18018237965693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
354,False,"{'a': 0.01, 'e': 0.029013327082197053}",20,14,10.852772861849214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.01, 'e': 0.028724639654239423}",35,20,26.037719091899202,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.028438824714184505}",20,12,16.15518006270205,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.01, 'e': 0.028155853680300096}",30,9,17.01735315590577,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.01, 'e': 0.027875698255247015}",20,5,25.775814581862985,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.027598330423249287}",20,0,30.24418935529238,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.01, 'e': 0.02732372244729256}",20,0,26.8990062071779,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.01, 'e': 0.027051846866350416}",25,0,35.041106027904746,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.01, 'e': 0.026782676492638175}",30,22,13.819704204638299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.01, 'e': 0.02651618440889418}",25,11,-12.762151625455108,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
364,False,"{'a': 0.01, 'e': 0.02625234396568796}",35,18,30.471669148744375,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.025991128778755347}",20,6,17.446358363751003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.02573251272635994}",25,13,19.64401040260658,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.01, 'e': 0.025476469946681016}",20,13,10.540656619590042,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
